Date,Metal Tapped 7 Dy Run (kg/pd),Amperage (kA),Curr Eff 7 Dy Running (%),Aluminium (%),Iron (%),Cell Age (days),Cell Restart Age (days),BFT (sec),UF (min),UF_NO (no),Silicon (%),Base RSP (µΩ),Nett Sp Engy 7 Dy Run (kWh/kg Al),Nett Volts Per Pot (V),Anode Problems (No),Anode Shift Life (shifts),AlF3 Cons (kg AlF3/pd),Bath Temp (°C),Excess AlF3 (%),Metal Ht Bef Tap (cm),Bath Ht Bef Tap (cm),AE Freq (AE/pd),AE Duration (secs),Noise Volts (V),Noise Act (No/pd),Alumina Dumps (No/pd),Lining Drop (mV),Bath Temp (°C),AEV (V),SPAR,Call Wt (kg),Cruce Wt (kg),Sm RES (µΩ),TRSP (µΩ),TRSP TIME (min),Current Effeciency (%),Net Specific Energy (kWh/kg Al),NAE Freq (AE/pd)
01-JAN-18,1828.17647058824,240.01,94.5830147058824,99.9313921568627,0.048470588235294,431,,29.1356617647059,37.2867647058824,12.8382352941176,0.018627450980392,10.6494485294118,13.3852205882353,4.25192279411765,1,76,20.3691176470588,962.591240875912,10.9102564102564,18.6941747572816,16.7378640776699,0.014705882352941,7,0.013992647058824,1.08088235294118,2936.02205882353,,962.591240875912,12.11,5.74276923076923,2448.1862745098,2447.32843137255,10.8244779411765,0.003573529411765,258.2,94.9664277473198,13.3440531757264,0.095588235294118
02-JAN-18,1829.16176470588,240.01,94.6322794117647,99.9408076923077,0.040961538461539,432,,28.8496323529412,36.922794117647,12.9926470588235,0.017173076923077,10.6494963235294,13.3803308823529,4.250375,1,76,19.2077205882353,961.85401459854,10.4725,18.6911764705882,16.9166666666667,0.014705882352941,8.66666666666667,0.013698529411765,0.742647058823529,2976.10294117647,260.146341463415,961.85401459854,10.8146666666667,5.55585,2447.89215686275,2449.36274509804,10.8185367647059,0.003430147058824,303.846153846154,95.0453675025855,13.3127036708372,0.117647058823529
03-JAN-18,1830.55147058824,240.01,94.7063970588235,99.938125,0.043208333333333,433,,28.8669117647059,36.3455882352941,12.922794117647,0.017416666666667,10.6496323529412,13.3749632352941,4.25811397058824,5,76,18.5029411764706,961.233576642336,10.3021276595745,18.7205882352941,16.8487804878049,0.025735294117647,21.7142857142857,0.013904411764706,0.746323529411765,2970.49632352941,,961.233576642336,12.0141428571428,5.64895744680851,2447.40196078431,2452.05882352941,10.8499227941176,0.008533088235294,420.3,95.1499864553471,13.344564209052,0.121323529411765
04-JAN-18,1833.08823529412,240.01,94.8359558823529,99.9324285714286,0.047678571428571,434,,28.4867647058823,36.1397058823529,13.0220588235294,0.01875,10.6496323529412,13.360919117647,4.25679411764706,0,76,18.225,961.130434782609,10.475,18.6470588235294,16.5588235294118,0.018382352941177,8.2,0.013125,0.613970588235294,3029.59191176471,,961.130434782609,11.9686,5.65795454545455,2448.97058823529,2456.29901960784,10.844981617647,0.005143382352941,251.238095238095,95.3145235355996,13.3111550222253,0.106617647058824
05-JAN-18,1834.67279411765,240.02,94.9183455882353,99.9323863636364,0.047568181818182,435,,28.2786764705882,36.8786764705882,12.8492647058824,0.018318181818182,10.6496323529412,0.140955882352941,4.25719852941176,0,76,17.3018382352941,959.146153846154,10.7648648648649,18.5776699029126,16.4271844660194,0.022058823529412,17.6666666666667,0.0130625,0.757352941176471,3035.14705882353,,959.146153846154,13.3486666666667,5.66386486486486,2448.57843137255,2453.99509803922,10.8467830882353,0.006617647058824,305.652173913043,95.2215511959109,13.3188582339202,0.091911764705882
06-JAN-18,1836.77573529412,240.02,95.0271323529412,99.9308510638298,0.047595744680851,436,,28.3036764705882,36.5404411764706,12.9117647058824,0.017787234042553,10.6496323529412,0.140735294117647,4.25825,0,76,16.3786764705882,961.722222222222,10.9422222222222,18.5882352941176,16.5024390243902,0.022058823529412,24,0.013419117647059,0.805147058823529,3034.09558823529,,961.722222222222,12.2993333333333,5.70564444444444,2448.72549019608,2449.50980392157,10.8510441176471,0.003779411764706,214.944444444444,95.0475098281048,13.3389594432307,0.102941176470588
07-JAN-18,1838.60661764706,240.01,95.1194485294118,99.9348510638298,0.045808510638298,437,,28.3202205882353,37.4558823529412,12.8125,0.017127659574468,10.6496323529412,0.140477941176471,4.25696323529412,1,76,16.2595588235294,959.921428571429,11.025,18.7254901960784,16.7401960784314,0.007352941176471,14,0.013948529411765,0.897058823529412,3015.75,,959.921428571429,12.847,5.70134615384615,2447.79411764706,2450.71078431373,10.8455073529412,0.004202205882353,356.384615384615,95.0976769789663,13.3429753909584,0.150735294117647
08-JAN-18,1839.78676470588,240.02,95.1808088235294,99.9328636363636,0.048454545454546,438,,28.5191176470588,37.5992647058824,12.9338235294118,0.017045454545455,10.6496323529412,0.140404411764706,4.25536397058824,0,76,16.3389705882353,962.094890510949,11.1970588235294,18.7024390243902,16.7317073170732,0.029411764705882,33.8571428571429,0.014323529411765,1.04044117647059,2995.5625,289.903225806452,962.094890510949,12.6914285714286,5.7855,2453.48039215686,2458.87254901961,10.8387242647059,0.003621323529412,287.75,95.411206813866,13.2940347444129,0.136029411764706
09-JAN-18,1839.78308823529,240.02,95.1820220588235,99.9274634146341,0.049878048780488,439,,28.7746323529412,36.7463235294118,12.860294117647,0.018341463414634,10.6496323529412,0.140294117647059,4.25776102941176,1,76,15.1676470588235,960.241134751773,11.22,18.6813725490196,16.487684729064,0.033088235294118,12.25,0.0143125,0.981617647058824,2977.30147058824,,960.241134751773,12.9485,5.91122,2450.63725490196,2449.90196078431,10.8485073529412,0.010308823529412,379.888888888889,95.0631226280057,13.347456861964,0.125
10-JAN-18,1840.53308823529,240.01,95.2185294117647,99.922625,0.05235,440,,28.5955882352941,36.4742647058824,13.0808823529412,0.019425,10.6496323529412,0.140294117647059,4.25824632352941,1,76,12.1996323529412,960.753731343284,11.336170212766,18.8137254901961,16.5098039215686,0.033088235294118,26.8333333333333,0.014268382352941,0.680147058823529,3004.50735294118,,960.753731343284,13.3626666666667,5.6068085106383,2452.69607843137,2455.93137254902,10.8511764705882,0.008419117647059,348.478260869565,95.3002573147684,13.3171857287898,0.132352941176471
11-JAN-18,1840.37132352941,240.02,95.2120955882353,99.929698630137,0.044246575342466,441,,28.7863970588235,38.4080882352941,12.735294117647,0.018356164383562,10.6496323529412,13.3276470588235,4.25438602941176,1,76,11.266544117647,961.540145985401,10.9658536585366,18.8235294117647,16.6470588235294,0.029411764705882,41.25,0.014363970588235,0.716911764705882,2956.21323529412,339.41935483871,961.540145985401,12.61225,5.66707317073171,2453.43137254902,2456.12745098039,10.8347389705882,0.007169117647059,501.071428571429,95.3042921740482,13.2991721385786,0.113970588235294
12-JAN-18,1839.58823529412,240,95.1697794117647,99.9190909090909,0.05,442,,28.7636029411765,36.422794117647,13.0955882352941,0.019431818181818,10.6496323529412,13.3310294117647,4.25206985294118,3,76,12.1202205882353,962.471014492754,11.1102564102564,18.7205882352941,16.6470588235294,0.029411764705882,7.125,0.013569852941177,0.628676470588235,2990.15073529412,,962.471014492754,12.132125,5.70061538461538,2448.38235294118,2449.48529411765,10.8257647058824,0.007966911764706,410.294117647059,95.0517070518419,13.3401615591795,0.117647058823529
13-JAN-18,1840.30514705882,240.01,95.2077573529412,99.9184473684211,0.049736842105263,443,,28.5889705882353,37.9632352941176,12.8051470588235,0.019052631578947,10.6496323529412,0.140036764705882,4.25048897058824,1,76,12.6264705882353,961.882352941176,11.3866666666667,18.7598039215686,16.409756097561,0.014705882352941,15,0.013220588235294,0.746323529411765,2984.13970588235,,961.882352941176,11.6615,5.70288888888889,2449.26470588235,2453.87254901961,10.8190845588235,0.003452205882353,312.923076923077,95.2187795513524,13.309469651119,0.102941176470588
14-JAN-18,1841.41544117647,240,95.2672426470588,99.8986666666667,0.075,444,,28.5268382352941,36.3823529411765,13.0588235294118,0.020833333333333,10.6496323529412,0.140110294117647,4.24615808823529,2,76,12.7654411764706,964.555555555556,10.0358974358974,18.8137254901961,16.6813725490196,0.040441176470588,24.9,0.012926470588235,0.621323529411765,3009.53676470588,337.46875,964.555555555556,12.3959,5.81833333333333,2459.50980392157,2460.17156862745,10.8011911764706,0.003577205882353,504.142857142857,95.4663854484099,13.2493694675301,0.102941176470588
15-JAN-18,1841.61029411765,240.02,95.275625,99.9169142857143,0.048914285714286,445,,28.2669117647059,35.4338235294118,13.1838235294118,0.0202,10.6496323529412,0.139926470588235,4.24884558823529,1,76,13.122794117647,962.907142857143,9.84285714285714,18.843137254902,16.6911764705882,0.044117647058824,14.5,0.013091911764706,0.698529411764706,3053.13602941176,377,962.907142857143,12.4194,5.77438095238095,2452.99019607843,2462.69607843137,10.8110698529412,0.006375,497.461538461538,95.5575799150114,13.2502876904083,0.106617647058824
16-JAN-18,1842.75,240,95.3357352941176,99.9263333333333,0.04547619047619,446,,28.0404411764706,36.6654411764706,12.9705882352941,0.018928571428571,10.6496323529412,0.139705882352941,4.24854779411765,3,76,13.629044117647,963.727272727273,9.62777777777778,18.7598039215686,16.4754901960784,0.018382352941177,20.8,0.013422794117647,0.731617647058824,3061.02941176471,,963.727272727273,12.6306,5.97238888888889,2454.46078431373,2461.27450980392,10.8110367647059,0.006029411764706,415.5,95.5091848242024,13.2597619482227,0.125
