id,date,siteid,name,actual_description,state,arrivals,departures
479,22/07/2014,2,AITA,Adelaide ITA,20,2,1
480,22/07/2014,3,BITA,Brisbane ITA,54,2,4
481,22/07/2014,15,BAPOD,Bladin APOD,391,0,0
482,22/07/2014,16,CC,Construction Camp APOD,254,0,0
483,22/07/2014,6,CIDC,Curtin IDC,139,0,0
484,22/07/2014,19,CIIDC,CI - North West Point,670,0,0
485,22/07/2014,11,IAPOD,Inverbrackie APOD,234,0,5
486,22/07/2014,10,MIDC,Maribyrnong IDC,106,0,4
487,22/07/2014,9,MITA,Melbourne ITA,198,1,0
488,22/07/2014,17,PH,Phosphate Hill APOD,86,0,0
489,22/07/2014,7,PIDC,Perth IDC,58,5,2
490,22/07/2014,8,PIRH,Perth IRH,16,1,0
491,22/07/2014,5,SIRH,Sydney IRH,43,0,0
492,22/07/2014,4,VIDC,Villawood IDC,323,16,3
493,22/07/2014,14,WPIDF,Wickham Point APOD,525,1,2
494,22/07/2014,13,YHIDC,Yongah Hill IDC,384,1,0
495,18/07/2014,2,AITA,Adelaide ITA,17,0,2
496,18/07/2014,3,BITA,Brisbane ITA,55,1,1
497,18/07/2014,15,BAPOD,Bladin APOD,390,2,0
498,18/07/2014,16,CC,Construction Camp APOD,259,0,0
499,18/07/2014,6,CIDC,Curtin IDC,139,0,0
500,18/07/2014,19,CIIDC,CI - North West Point,690,0,0
501,18/07/2014,11,IAPOD,Inverbrackie APOD,238,0,0
502,18/07/2014,10,MIDC,Maribyrnong IDC,111,3,3
503,18/07/2014,9,MITA,Melbourne ITA,197,1,0
504,18/07/2014,17,PH,Phosphate Hill APOD,84,3,0
505,18/07/2014,7,PIDC,Perth IDC,49,0,5
506,18/07/2014,8,PIRH,Perth IRH,15,0,0
507,18/07/2014,5,SIRH,Sydney IRH,43,0,0
508,18/07/2014,4,VIDC,Villawood IDC,318,7,8
509,18/07/2014,14,WPIDF,Wickham Point APOD,524,0,2
510,18/07/2014,13,YHIDC,Yongah Hill IDC,379,1,1
511,19/07/2014,2,AITA,Adelaide ITA,18,1,0
512,19/07/2014,3,BITA,Brisbane ITA,54,1,2
513,19/07/2014,15,BAPOD,Bladin APOD,390,0,0
514,19/07/2014,16,CC,Construction Camp APOD,256,0,3
515,19/07/2014,6,CIDC,Curtin IDC,139,0,0
516,19/07/2014,19,CIIDC,CI - North West Point,690,0,0
517,19/07/2014,11,IAPOD,Inverbrackie APOD,238,0,0
518,19/07/2014,10,MIDC,Maribyrnong IDC,110,3,4
519,19/07/2014,9,MITA,Melbourne ITA,197,0,0
520,19/07/2014,17,PH,Phosphate Hill APOD,84,0,0
521,19/07/2014,7,PIDC,Perth IDC,51,2,0
522,19/07/2014,8,PIRH,Perth IRH,16,1,0
523,19/07/2014,5,SIRH,Sydney IRH,43,0,0
524,19/07/2014,4,VIDC,Villawood IDC,321,5,2
525,19/07/2014,14,WPIDF,Wickham Point APOD,524,0,0
526,19/07/2014,13,YHIDC,Yongah Hill IDC,379,0,0
527,20/07/2014,2,AITA,Adelaide ITA,18,0,0
528,20/07/2014,3,BITA,Brisbane ITA,54,0,0
529,20/07/2014,15,BAPOD,Bladin APOD,391,1,0
530,20/07/2014,16,CC,Construction Camp APOD,256,0,0
531,20/07/2014,6,CIDC,Curtin IDC,139,0,0
532,20/07/2014,19,CIIDC,CI - North West Point,691,1,0
533,20/07/2014,11,IAPOD,Inverbrackie APOD,239,1,0
534,20/07/2014,10,MIDC,Maribyrnong IDC,112,4,2
535,20/07/2014,9,MITA,Melbourne ITA,197,0,0
536,20/07/2014,17,PH,Phosphate Hill APOD,84,0,0
537,20/07/2014,7,PIDC,Perth IDC,55,4,0
538,20/07/2014,8,PIRH,Perth IRH,16,0,0
539,20/07/2014,5,SIRH,Sydney IRH,43,0,0
540,20/07/2014,4,VIDC,Villawood IDC,316,1,6
541,20/07/2014,14,WPIDF,Wickham Point APOD,523,0,1
542,20/07/2014,13,YHIDC,Yongah Hill IDC,378,0,1
543,21/07/2014,2,AITA,Adelaide ITA,19,1,0
544,21/07/2014,3,BITA,Brisbane ITA,56,2,0
545,21/07/2014,15,BAPOD,Bladin APOD,391,0,0
546,21/07/2014,16,CC,Construction Camp APOD,254,0,2
547,21/07/2014,6,CIDC,Curtin IDC,139,0,0
548,21/07/2014,19,CIIDC,CI - North West Point,670,0,21
549,21/07/2014,11,IAPOD,Inverbrackie APOD,239,0,0
550,21/07/2014,10,MIDC,Maribyrnong IDC,110,1,3
551,21/07/2014,9,MITA,Melbourne ITA,197,0,0
552,21/07/2014,17,PH,Phosphate Hill APOD,86,2,0
553,21/07/2014,7,PIDC,Perth IDC,55,2,2
554,21/07/2014,8,PIRH,Perth IRH,15,0,1
555,21/07/2014,5,SIRH,Sydney IRH,43,0,0
556,21/07/2014,4,VIDC,Villawood IDC,310,2,8
557,21/07/2014,14,WPIDF,Wickham Point APOD,526,5,2
558,21/07/2014,13,YHIDC,Yongah Hill IDC,383,5,0
559,23/07/2014,2,AITA,Adelaide ITA,20,3,3
560,23/07/2014,3,BITA,Brisbane ITA,53,0,1
561,23/07/2014,15,BAPOD,Bladin APOD,387,0,4
562,23/07/2014,16,CC,Construction Camp APOD,254,0,0
563,23/07/2014,6,CIDC,Curtin IDC,135,0,4
564,23/07/2014,19,CIIDC,CI - North West Point,670,0,0
565,23/07/2014,11,IAPOD,Inverbrackie APOD,231,0,3
566,23/07/2014,10,MIDC,Maribyrnong IDC,104,5,7
567,23/07/2014,9,MITA,Melbourne ITA,199,2,1
568,23/07/2014,17,PH,Phosphate Hill APOD,86,0,0
569,23/07/2014,7,PIDC,Perth IDC,57,0,1
570,23/07/2014,8,PIRH,Perth IRH,16,0,0
571,23/07/2014,5,SIRH,Sydney IRH,43,0,0
572,23/07/2014,4,VIDC,Villawood IDC,331,10,2
573,23/07/2014,14,WPIDF,Wickham Point APOD,520,1,6
574,23/07/2014,13,YHIDC,Yongah Hill IDC,382,0,2
761,24/07/2014,2,AITA,Adelaide ITA,18,0,2
762,24/07/2014,3,BITA,Brisbane ITA,56,3,0
763,24/07/2014,15,BAPOD,Bladin APOD,387,0,0
764,24/07/2014,16,CC,Construction Camp APOD,254,0,0
765,24/07/2014,6,CIDC,Curtin IDC,135,0,0
766,24/07/2014,19,CIIDC,CI - North West Point,670,0,0
767,24/07/2014,11,IAPOD,Inverbrackie APOD,231,0,0
768,24/07/2014,10,MIDC,Maribyrnong IDC,103,1,2
769,24/07/2014,9,MITA,Melbourne ITA,194,0,5
770,24/07/2014,17,PH,Phosphate Hill APOD,86,0,0
771,24/07/2014,7,PIDC,Perth IDC,56,2,3
772,24/07/2014,8,PIRH,Perth IRH,16,0,0
773,24/07/2014,5,SIRH,Sydney IRH,42,0,1
774,24/07/2014,4,VIDC,Villawood IDC,334,10,7
775,24/07/2014,14,WPIDF,Wickham Point APOD,526,10,4
776,24/07/2014,13,YHIDC,Yongah Hill IDC,382,0,0
792,25/07/2014,2,AITA,Adelaide ITA,14,0,4
793,25/07/2014,3,BITA,Brisbane ITA,57,2,1
794,25/07/2014,15,BAPOD,Bladin APOD,387,0,0
795,25/07/2014,16,CC,Construction Camp APOD,254,0,0
796,25/07/2014,6,CIDC,Curtin IDC,135,0,0
797,25/07/2014,19,CIIDC,CI - North West Point,670,0,0
798,25/07/2014,11,IAPOD,Inverbrackie APOD,231,0,0
799,25/07/2014,10,MIDC,Maribyrnong IDC,99,2,6
800,25/07/2014,9,MITA,Melbourne ITA,194,1,1
801,25/07/2014,17,PH,Phosphate Hill APOD,86,0,0
802,25/07/2014,7,PIDC,Perth IDC,56,2,2
803,25/07/2014,8,PIRH,Perth IRH,17,2,1
804,25/07/2014,5,SIRH,Sydney IRH,42,0,0
805,25/07/2014,4,VIDC,Villawood IDC,327,2,9
806,25/07/2014,14,WPIDF,Wickham Point APOD,529,4,1
807,25/07/2014,13,YHIDC,Yongah Hill IDC,383,4,3
823,26/07/2014,2,AITA,Adelaide ITA,14,0,0
824,26/07/2014,3,BITA,Brisbane ITA,54,0,3
825,26/07/2014,15,BAPOD,Bladin APOD,387,0,0
826,26/07/2014,16,CC,Construction Camp APOD,253,0,1
827,26/07/2014,6,CIDC,Curtin IDC,135,0,0
828,26/07/2014,19,CIIDC,CI - North West Point,669,0,1
829,26/07/2014,11,IAPOD,Inverbrackie APOD,231,0,0
830,26/07/2014,10,MIDC,Maribyrnong IDC,99,0,0
831,26/07/2014,9,MITA,Melbourne ITA,194,0,0
832,26/07/2014,17,PH,Phosphate Hill APOD,86,0,0
833,26/07/2014,7,PIDC,Perth IDC,61,5,0
834,26/07/2014,8,PIRH,Perth IRH,17,0,0
835,26/07/2014,5,SIRH,Sydney IRH,42,0,0
836,26/07/2014,4,VIDC,Villawood IDC,328,2,1
837,26/07/2014,14,WPIDF,Wickham Point APOD,528,0,1
838,26/07/2014,13,YHIDC,Yongah Hill IDC,382,0,1
854,27/07/2014,2,AITA,Adelaide ITA,14,0,0
855,27/07/2014,3,BITA,Brisbane ITA,56,2,0
856,27/07/2014,15,BAPOD,Bladin APOD,387,0,0
857,27/07/2014,16,CC,Construction Camp APOD,253,0,0
858,27/07/2014,6,CIDC,Curtin IDC,292,157,0
859,27/07/2014,19,CIIDC,CI - North West Point,668,0,1
860,27/07/2014,11,IAPOD,Inverbrackie APOD,232,1,0
861,27/07/2014,10,MIDC,Maribyrnong IDC,101,2,0
862,27/07/2014,9,MITA,Melbourne ITA,194,0,0
863,27/07/2014,17,PH,Phosphate Hill APOD,86,0,0
864,27/07/2014,7,PIDC,Perth IDC,61,1,1
865,27/07/2014,8,PIRH,Perth IRH,17,0,0
866,27/07/2014,5,SIRH,Sydney IRH,43,1,0
867,27/07/2014,4,VIDC,Villawood IDC,331,3,0
868,27/07/2014,14,WPIDF,Wickham Point APOD,527,0,1
869,27/07/2014,13,YHIDC,Yongah Hill IDC,382,1,1
916,28/07/2014,2,AITA,Adelaide ITA,14,0,0
917,28/07/2014,3,BITA,Brisbane ITA,61,5,0
918,28/07/2014,15,BAPOD,Bladin APOD,388,1,0
919,28/07/2014,16,CC,Construction Camp APOD,253,0,0
920,28/07/2014,6,CIDC,Curtin IDC,292,0,0
921,28/07/2014,19,CIIDC,CI - North West Point,668,0,0
922,28/07/2014,11,IAPOD,Inverbrackie APOD,232,0,0
923,28/07/2014,10,MIDC,Maribyrnong IDC,100,1,2
924,28/07/2014,9,MITA,Melbourne ITA,194,0,0
925,28/07/2014,17,PH,Phosphate Hill APOD,86,0,0
926,28/07/2014,7,PIDC,Perth IDC,61,1,1
927,28/07/2014,8,PIRH,Perth IRH,17,0,0
928,28/07/2014,5,SIRH,Sydney IRH,43,0,0
929,28/07/2014,4,VIDC,Villawood IDC,330,3,4
930,28/07/2014,14,WPIDF,Wickham Point APOD,531,5,1
931,28/07/2014,13,YHIDC,Yongah Hill IDC,380,0,2
947,29/07/2014,2,AITA,Adelaide ITA,14,0,0
948,29/07/2014,3,BITA,Brisbane ITA,61,8,8
949,29/07/2014,15,BAPOD,Bladin APOD,385,0,3
950,29/07/2014,16,CC,Construction Camp APOD,249,0,4
951,29/07/2014,6,CIDC,Curtin IDC,292,0,0
952,29/07/2014,19,CIIDC,CI - North West Point,668,0,0
953,29/07/2014,11,IAPOD,Inverbrackie APOD,232,0,0
954,29/07/2014,10,MIDC,Maribyrnong IDC,103,8,5
955,29/07/2014,9,MITA,Melbourne ITA,194,0,0
956,29/07/2014,17,PH,Phosphate Hill APOD,86,0,0
957,29/07/2014,7,PIDC,Perth IDC,65,5,1
958,29/07/2014,8,PIRH,Perth IRH,17,0,0
959,29/07/2014,5,SIRH,Sydney IRH,43,0,0
960,29/07/2014,4,VIDC,Villawood IDC,337,16,9
961,29/07/2014,14,WPIDF,Wickham Point APOD,533,2,0
962,29/07/2014,13,YHIDC,Yongah Hill IDC,378,0,2
1040,30/07/2014,2,AITA,Adelaide ITA,13,1,2
1041,30/07/2014,3,BITA,Brisbane ITA,61,3,3
1042,30/07/2014,15,BAPOD,Bladin APOD,374,0,11
1043,30/07/2014,16,CC,Construction Camp APOD,248,17,18
1044,30/07/2014,6,CIDC,Curtin IDC,292,0,0
1045,30/07/2014,19,CIIDC,CI - North West Point,670,8,6
1046,30/07/2014,11,IAPOD,Inverbrackie APOD,231,4,5
1047,30/07/2014,10,MIDC,Maribyrnong IDC,112,14,5
1048,30/07/2014,9,MITA,Melbourne ITA,195,1,0
1049,30/07/2014,17,PH,Phosphate Hill APOD,87,1,0
1050,30/07/2014,7,PIDC,Perth IDC,62,1,4
1051,30/07/2014,8,PIRH,Perth IRH,17,0,0
1052,30/07/2014,5,SIRH,Sydney IRH,43,0,0
1053,30/07/2014,4,VIDC,Villawood IDC,333,3,7
1054,30/07/2014,14,WPIDF,Wickham Point APOD,543,38,28
1055,30/07/2014,13,YHIDC,Yongah Hill IDC,383,6,1
1071,31/07/2014,2,AITA,Adelaide ITA,15,4,2
1072,31/07/2014,3,BITA,Brisbane ITA,64,4,1
1073,31/07/2014,15,BAPOD,Bladin APOD,370,0,4
1074,31/07/2014,16,CC,Construction Camp APOD,247,0,1
1075,31/07/2014,6,CIDC,Curtin IDC,292,0,0
1076,31/07/2014,19,CIIDC,CI - North West Point,670,0,0
1077,31/07/2014,11,IAPOD,Inverbrackie APOD,231,0,0
1078,31/07/2014,10,MIDC,Maribyrnong IDC,114,3,1
1079,31/07/2014,9,MITA,Melbourne ITA,200,6,1
1080,31/07/2014,17,PH,Phosphate Hill APOD,87,0,0
1081,31/07/2014,7,PIDC,Perth IDC,61,2,3
1082,31/07/2014,8,PIRH,Perth IRH,17,0,0
1083,31/07/2014,5,SIRH,Sydney IRH,43,0,0
1084,31/07/2014,4,VIDC,Villawood IDC,330,1,4
1085,31/07/2014,14,WPIDF,Wickham Point APOD,534,0,9
1086,31/07/2014,13,YHIDC,Yongah Hill IDC,384,1,0
1102,1/08/2014,2,AITA,Adelaide ITA,16,2,1
1103,1/08/2014,3,BITA,Brisbane ITA,62,2,4
1104,1/08/2014,15,BAPOD,Bladin APOD,370,0,0
1105,1/08/2014,16,CC,Construction Camp APOD,247,0,0
1106,1/08/2014,6,CIDC,Curtin IDC,135,0,157
1107,1/08/2014,19,CIIDC,CI - North West Point,670,0,0
1108,1/08/2014,11,IAPOD,Inverbrackie APOD,231,0,0
1109,1/08/2014,10,MIDC,Maribyrnong IDC,108,4,10
1110,1/08/2014,9,MITA,Melbourne ITA,205,5,0
1111,1/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1112,1/08/2014,7,PIDC,Perth IDC,60,0,1
1113,1/08/2014,8,PIRH,Perth IRH,18,1,0
1114,1/08/2014,5,SIRH,Sydney IRH,43,0,0
1115,1/08/2014,4,VIDC,Villawood IDC,333,7,4
1116,1/08/2014,14,WPIDF,Wickham Point APOD,535,2,1
1117,1/08/2014,13,YHIDC,Yongah Hill IDC,382,0,2
1133,2/08/2014,2,AITA,Adelaide ITA,15,0,1
1134,2/08/2014,3,BITA,Brisbane ITA,63,2,1
1135,2/08/2014,15,BAPOD,Bladin APOD,370,0,0
1136,2/08/2014,16,CC,Construction Camp APOD,247,0,0
1137,2/08/2014,6,CIDC,Curtin IDC,135,0,0
1138,2/08/2014,19,CIIDC,CI - North West Point,670,0,0
1139,2/08/2014,11,IAPOD,Inverbrackie APOD,232,1,0
1140,2/08/2014,10,MIDC,Maribyrnong IDC,110,2,0
1141,2/08/2014,9,MITA,Melbourne ITA,205,0,0
1142,2/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1143,2/08/2014,7,PIDC,Perth IDC,58,0,2
1144,2/08/2014,8,PIRH,Perth IRH,18,0,0
1145,2/08/2014,5,SIRH,Sydney IRH,43,0,0
1146,2/08/2014,4,VIDC,Villawood IDC,337,7,3
1147,2/08/2014,14,WPIDF,Wickham Point APOD,548,13,0
1148,2/08/2014,13,YHIDC,Yongah Hill IDC,382,0,0
1164,3/08/2014,2,AITA,Adelaide ITA,14,0,1
1165,3/08/2014,3,BITA,Brisbane ITA,58,0,5
1166,3/08/2014,15,BAPOD,Bladin APOD,370,0,0
1167,3/08/2014,16,CC,Construction Camp APOD,247,0,0
1168,3/08/2014,6,CIDC,Curtin IDC,135,0,0
1169,3/08/2014,19,CIIDC,CI - North West Point,670,0,0
1170,3/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1171,3/08/2014,10,MIDC,Maribyrnong IDC,109,1,2
1172,3/08/2014,9,MITA,Melbourne ITA,205,0,0
1173,3/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1174,3/08/2014,7,PIDC,Perth IDC,59,2,1
1175,3/08/2014,8,PIRH,Perth IRH,18,0,0
1176,3/08/2014,5,SIRH,Sydney IRH,43,0,0
1177,3/08/2014,4,VIDC,Villawood IDC,338,5,4
1178,3/08/2014,14,WPIDF,Wickham Point APOD,548,1,1
1179,3/08/2014,13,YHIDC,Yongah Hill IDC,382,0,0
1226,4/08/2014,2,AITA,Adelaide ITA,14,0,0
1227,4/08/2014,3,BITA,Brisbane ITA,60,4,2
1228,4/08/2014,15,BAPOD,Bladin APOD,370,0,0
1229,4/08/2014,16,CC,Construction Camp APOD,247,0,0
1230,4/08/2014,6,CIDC,Curtin IDC,135,0,0
1231,4/08/2014,19,CIIDC,CI - North West Point,670,0,0
1232,4/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1233,4/08/2014,10,MIDC,Maribyrnong IDC,112,3,0
1234,4/08/2014,9,MITA,Melbourne ITA,205,0,0
1235,4/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1236,4/08/2014,7,PIDC,Perth IDC,57,0,2
1237,4/08/2014,8,PIRH,Perth IRH,18,0,0
1238,4/08/2014,5,SIRH,Sydney IRH,43,0,0
1239,4/08/2014,4,VIDC,Villawood IDC,337,6,7
1240,4/08/2014,14,WPIDF,Wickham Point APOD,544,0,4
1241,4/08/2014,13,YHIDC,Yongah Hill IDC,384,2,0
1257,5/08/2014,2,AITA,Adelaide ITA,16,2,0
1258,5/08/2014,3,BITA,Brisbane ITA,57,1,4
1259,5/08/2014,15,BAPOD,Bladin APOD,370,0,0
1260,5/08/2014,16,CC,Construction Camp APOD,247,0,0
1261,5/08/2014,6,CIDC,Curtin IDC,135,0,0
1262,5/08/2014,19,CIIDC,CI - North West Point,670,0,0
1263,5/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1264,5/08/2014,10,MIDC,Maribyrnong IDC,116,5,1
1265,5/08/2014,9,MITA,Melbourne ITA,210,5,0
1266,5/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1267,5/08/2014,7,PIDC,Perth IDC,56,0,1
1268,5/08/2014,8,PIRH,Perth IRH,18,0,0
1269,5/08/2014,5,SIRH,Sydney IRH,43,0,0
1270,5/08/2014,4,VIDC,Villawood IDC,334,8,11
1271,5/08/2014,14,WPIDF,Wickham Point APOD,544,0,0
1272,5/08/2014,13,YHIDC,Yongah Hill IDC,385,1,0
1288,5/08/2014,2,AITA,Adelaide ITA,16,2,0
1289,5/08/2014,3,BITA,Brisbane ITA,57,1,4
1290,5/08/2014,15,BAPOD,Bladin APOD,370,0,0
1291,5/08/2014,16,CC,Construction Camp APOD,247,0,0
1292,5/08/2014,6,CIDC,Curtin IDC,135,0,0
1293,5/08/2014,19,CIIDC,CI - North West Point,670,0,0
1294,5/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1295,5/08/2014,10,MIDC,Maribyrnong IDC,116,5,1
1296,5/08/2014,9,MITA,Melbourne ITA,210,5,0
1297,5/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1298,5/08/2014,7,PIDC,Perth IDC,56,0,1
1299,5/08/2014,8,PIRH,Perth IRH,18,0,0
1300,5/08/2014,5,SIRH,Sydney IRH,43,0,0
1301,5/08/2014,4,VIDC,Villawood IDC,334,8,11
1302,5/08/2014,14,WPIDF,Wickham Point APOD,544,0,0
1303,5/08/2014,13,YHIDC,Yongah Hill IDC,385,1,0
1319,5/08/2014,2,AITA,Adelaide ITA,16,2,0
1320,5/08/2014,3,BITA,Brisbane ITA,57,1,4
1321,5/08/2014,15,BAPOD,Bladin APOD,370,0,0
1322,5/08/2014,16,CC,Construction Camp APOD,247,0,0
1323,5/08/2014,6,CIDC,Curtin IDC,135,0,0
1324,5/08/2014,19,CIIDC,CI - North West Point,670,0,0
1325,5/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1326,5/08/2014,10,MIDC,Maribyrnong IDC,116,5,1
1327,5/08/2014,9,MITA,Melbourne ITA,210,5,0
1328,5/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1329,5/08/2014,7,PIDC,Perth IDC,56,0,1
1330,5/08/2014,8,PIRH,Perth IRH,18,0,0
1331,5/08/2014,5,SIRH,Sydney IRH,43,0,0
1332,5/08/2014,4,VIDC,Villawood IDC,334,8,11
1333,5/08/2014,14,WPIDF,Wickham Point APOD,544,0,0
1334,5/08/2014,13,YHIDC,Yongah Hill IDC,385,1,0
1350,5/08/2014,2,AITA,Adelaide ITA,16,2,0
1351,5/08/2014,3,BITA,Brisbane ITA,57,1,4
1352,5/08/2014,15,BAPOD,Bladin APOD,370,0,0
1353,5/08/2014,16,CC,Construction Camp APOD,247,0,0
1354,5/08/2014,6,CIDC,Curtin IDC,135,0,0
1355,5/08/2014,19,CIIDC,CI - North West Point,670,0,0
1356,5/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1357,5/08/2014,10,MIDC,Maribyrnong IDC,116,5,1
1358,5/08/2014,9,MITA,Melbourne ITA,210,5,0
1359,5/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1360,5/08/2014,7,PIDC,Perth IDC,56,0,1
1361,5/08/2014,8,PIRH,Perth IRH,18,0,0
1362,5/08/2014,5,SIRH,Sydney IRH,43,0,0
1363,5/08/2014,4,VIDC,Villawood IDC,334,8,11
1364,5/08/2014,14,WPIDF,Wickham Point APOD,544,0,0
1365,5/08/2014,13,YHIDC,Yongah Hill IDC,385,1,0
1381,5/08/2014,2,AITA,Adelaide ITA,16,2,0
1382,5/08/2014,3,BITA,Brisbane ITA,57,1,4
1383,5/08/2014,15,BAPOD,Bladin APOD,370,0,0
1384,5/08/2014,16,CC,Construction Camp APOD,247,0,0
1385,5/08/2014,6,CIDC,Curtin IDC,135,0,0
1386,5/08/2014,19,CIIDC,CI - North West Point,670,0,0
1387,5/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1388,5/08/2014,10,MIDC,Maribyrnong IDC,116,5,1
1389,5/08/2014,9,MITA,Melbourne ITA,210,5,0
1390,5/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1391,5/08/2014,7,PIDC,Perth IDC,56,0,1
1392,5/08/2014,8,PIRH,Perth IRH,18,0,0
1393,5/08/2014,5,SIRH,Sydney IRH,43,0,0
1394,5/08/2014,4,VIDC,Villawood IDC,334,8,11
1395,5/08/2014,14,WPIDF,Wickham Point APOD,544,0,0
1396,5/08/2014,13,YHIDC,Yongah Hill IDC,385,1,0
1412,5/08/2014,2,AITA,Adelaide ITA,16,2,0
1413,5/08/2014,3,BITA,Brisbane ITA,57,1,4
1414,5/08/2014,15,BAPOD,Bladin APOD,370,0,0
1415,5/08/2014,16,CC,Construction Camp APOD,247,0,0
1416,5/08/2014,6,CIDC,Curtin IDC,135,0,0
1417,5/08/2014,19,CIIDC,CI - North West Point,670,0,0
1418,5/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1419,5/08/2014,10,MIDC,Maribyrnong IDC,116,5,1
1420,5/08/2014,9,MITA,Melbourne ITA,210,5,0
1421,5/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1422,5/08/2014,7,PIDC,Perth IDC,56,0,1
1423,5/08/2014,8,PIRH,Perth IRH,18,0,0
1424,5/08/2014,5,SIRH,Sydney IRH,43,0,0
1425,5/08/2014,4,VIDC,Villawood IDC,334,8,11
1426,5/08/2014,14,WPIDF,Wickham Point APOD,544,0,0
1427,5/08/2014,13,YHIDC,Yongah Hill IDC,385,1,0
1443,6/08/2014,2,AITA,Adelaide ITA,16,0,0
1444,6/08/2014,3,BITA,Brisbane ITA,55,2,4
1445,6/08/2014,15,BAPOD,Bladin APOD,370,0,0
1446,6/08/2014,16,CC,Construction Camp APOD,247,0,0
1447,6/08/2014,6,CIDC,Curtin IDC,135,0,0
1448,6/08/2014,19,CIIDC,CI - North West Point,670,0,0
1449,6/08/2014,11,IAPOD,Inverbrackie APOD,232,0,0
1450,6/08/2014,10,MIDC,Maribyrnong IDC,118,5,3
1451,6/08/2014,9,MITA,Melbourne ITA,210,0,0
1452,6/08/2014,17,PH,Phosphate Hill APOD,87,0,0
1453,6/08/2014,7,PIDC,Perth IDC,55,2,3
1454,6/08/2014,8,PIRH,Perth IRH,15,0,3
1455,6/08/2014,5,SIRH,Sydney IRH,43,0,0
1456,6/08/2014,4,VIDC,Villawood IDC,338,14,10
1457,6/08/2014,14,WPIDF,Wickham Point APOD,551,9,2
1458,6/08/2014,13,YHIDC,Yongah Hill IDC,383,0,2
1474,7/08/2014,2,AITA,Adelaide ITA,19,6,3
1475,7/08/2014,3,BITA,Brisbane ITA,53,2,4
1476,7/08/2014,15,BAPOD,Bladin APOD,368,3,5
1477,7/08/2014,16,CC,Construction Camp APOD,247,0,0
1478,7/08/2014,6,CIDC,Curtin IDC,134,0,1
1479,7/08/2014,19,CIIDC,CI - North West Point,669,0,1
1480,7/08/2014,11,IAPOD,Inverbrackie APOD,217,3,18
1481,7/08/2014,10,MIDC,Maribyrnong IDC,119,8,7
1482,7/08/2014,9,MITA,Melbourne ITA,213,3,0
1483,7/08/2014,17,PH,Phosphate Hill APOD,88,1,0
1484,7/08/2014,7,PIDC,Perth IDC,55,2,2
1485,7/08/2014,8,PIRH,Perth IRH,15,0,0
1486,7/08/2014,5,SIRH,Sydney IRH,43,0,0
1487,7/08/2014,4,VIDC,Villawood IDC,336,13,15
1488,7/08/2014,14,WPIDF,Wickham Point APOD,559,12,4
1489,7/08/2014,13,YHIDC,Yongah Hill IDC,382,0,1
1598,8/08/2014,2,AITA,Adelaide ITA,18,0,1
1599,8/08/2014,3,BITA,Brisbane ITA,53,2,2
1600,8/08/2014,15,BAPOD,Bladin APOD,364,0,4
1601,8/08/2014,16,CC,Construction Camp APOD,259,12,0
1602,8/08/2014,6,CIDC,Curtin IDC,134,0,0
1603,8/08/2014,19,CIIDC,CI - North West Point,670,2,1
1604,8/08/2014,11,IAPOD,Inverbrackie APOD,212,0,5
1605,8/08/2014,10,MIDC,Maribyrnong IDC,119,9,9
1606,8/08/2014,9,MITA,Melbourne ITA,217,5,1
1607,8/08/2014,17,PH,Phosphate Hill APOD,92,4,0
1608,8/08/2014,7,PIDC,Perth IDC,59,4,0
1609,8/08/2014,8,PIRH,Perth IRH,14,0,1
1610,8/08/2014,5,SIRH,Sydney IRH,43,0,0
1611,8/08/2014,4,VIDC,Villawood IDC,332,2,6
1612,8/08/2014,14,WPIDF,Wickham Point APOD,542,2,19
1613,8/08/2014,13,YHIDC,Yongah Hill IDC,382,0,0
1629,9/08/2014,2,AITA,Adelaide ITA,15,0,3
1630,9/08/2014,3,BITA,Brisbane ITA,50,1,4
1631,9/08/2014,15,BAPOD,Bladin APOD,369,5,0
1632,9/08/2014,16,CC,Construction Camp APOD,256,0,3
1633,9/08/2014,6,CIDC,Curtin IDC,134,0,0
1634,9/08/2014,19,CIIDC,CI - North West Point,662,0,8
1635,9/08/2014,11,IAPOD,Inverbrackie APOD,212,0,0
1636,9/08/2014,10,MIDC,Maribyrnong IDC,121,7,5
1637,9/08/2014,9,MITA,Melbourne ITA,217,0,0
1638,9/08/2014,17,PH,Phosphate Hill APOD,87,0,5
