Date Time,T (degC), Spec_H (g/kg),Rel_H (5),Prep (mm/hr),Pressure (kPa),WV (10M),WD (10M),WV (50M),WD (50M),AllSky_Irr (Wh/m^2),Clrsky_Irr (Wh/m^2) ,Zenith
11.01.2019  05:00,25.83,17.7,85.12,0.07,100.62,2.92,72.87,3.47,73.93,0,0,N/A
11.01.2019  06:00,25.8,17.64,84.94,0.05,100.68,2.97,74.43,3.58,75.96,8.73,6.67,88.97
11.01.2019  07:00,26.7,18.01,82.31,0.03,100.75,2.98,76.04,3.57,77.09,151.38,152.02,77.82
11.01.2019  08:00,27.84,17.76,75.94,0.02,100.81,2.95,74.78,3.4,76.03,395.21,388.1,64.32
11.01.2019  09:00,28.51,17.58,72.38,0.03,100.81,2.72,66.61,3.04,68.31,611.25,606.75,51.38
11.01.2019  10:00,29.1,17.58,69.94,0.03,100.76,2.52,52.42,2.79,55.38,776.98,780.2,39.61
11.01.2019  11:00,29.46,17.88,69.5,0.05,100.72,2.71,37.63,2.97,41.58,851.29,888.85,30.42
11.01.2019  12:00,29.54,18.13,70.12,0.08,100.66,2.91,24.43,3.14,28.42,804.63,921.02,26.69
11.01.2019  13:00,29.42,18.37,71.44,0.13,100.56,3.02,10.87,3.23,14.31,731.92,883.3,30.48
11.01.2019  14:00,29.18,18.62,73.38,0.14,100.46,3.2,359.3,3.42,1.18,712.48,772.4,39.7
11.01.2019  15:00,28.9,18.92,75.75,0.15,100.41,3.4,353.94,3.69,354.77,463.61,600.88,51.49
11.01.2019  16:00,28.55,19.23,78.56,0.14,100.44,3.55,353.17,3.92,353.02,342.79,383.45,64.45
11.01.2019  17:00,28.05,19.59,82.38,0.11,100.49,3.5,354.11,4.17,351.92,128.23,149.77,77.95
11.01.2019  18:00,27.4,19.71,86.31,0.09,100.55,3.37,356.28,4.4,352.24,8.23,6.33,89.02
11.01.2019  19:00,27.18,19.78,87.69,0.07,100.62,3.49,359.87,4.6,356.4,0,0,N/A
11.01.2019  20:00,27.08,19.84,88.44,0.08,100.69,3.61,4.85,4.72,2.46,0,0,N/A
11.01.2019  21:00,27.02,19.9,89.12,0.1,100.72,3.59,9.65,4.64,8.03,0,0,N/A
11.01.2019  22:00,26.96,19.9,89.56,0.09,100.7,3.46,14.26,4.4,13.12,0,0,N/A
11.01.2019  23:00,26.89,19.96,89.94,0.07,100.66,3.27,18.26,4.09,17.43,0,0,N/A
12.01.2019  00:00,26.84,19.9,90,0.06,100.6,3.1,23.27,3.82,22.48,0,0,N/A
12.01.2019  01:00,26.76,19.9,90.19,0.05,100.53,3.05,27.74,3.75,27.15,0,0,N/A
12.01.2019  02:00,26.65,19.84,90.38,0.06,100.46,3.09,30.59,3.81,29.61,0,0,N/A
12.01.2019  03:00,26.56,19.78,90.81,0.07,100.42,3.2,34.35,3.97,33.44,0,0,N/A
12.01.2019  04:00,26.51,19.71,90.88,0.08,100.43,3.27,40.54,4.05,39.99,0,0,N/A
12.01.2019  05:00,26.5,19.59,90.38,0.07,100.49,3.08,49.52,3.77,49.37,0,0,N/A
12.01.2019  06:00,26.55,19.47,89.62,0.06,100.58,2.87,57.43,3.4,58.25,7.81,6.65,89
12.01.2019  07:00,27.26,19.9,87.94,0.06,100.66,2.73,61.6,3.24,62.07,129.54,155.1,77.88
12.01.2019  08:00,28.09,19.78,83.31,0.17,100.74,2.66,60.65,3.06,61.67,345.46,390.58,64.37
12.01.2019  09:00,28.61,19.65,80.25,0.11,100.78,2.36,54.68,2.65,57.39,559.67,607.52,51.4
12.01.2019  10:00,29.05,19.47,77.56,0.08,100.76,2.19,37.61,2.36,42.04,638.67,778.4,39.59
12.01.2019  11:00,29.27,19.53,76.81,0.06,100.71,2.55,21.61,2.66,25.74,721.79,887.33,30.34
12.01.2019  12:00,29.33,19.65,77,0.07,100.64,3.05,13.79,3.18,17.14,826.33,918,26.54
12.01.2019  13:00,29.24,19.84,77.94,0.12,100.53,3.52,9.19,3.72,11.5,696.88,880.05,30.3
12.01.2019  14:00,28.98,19.96,79.62,0.23,100.44,3.87,7.18,4.16,8.63,655.41,770.2,39.53
12.01.2019  15:00,28.6,20.14,81.88,0.4,100.4,4.11,6.88,4.51,7.67,489.54,598.6,51.34
12.01.2019  16:00,28.22,20.2,84,0.54,100.44,4.19,9.34,4.69,9.68,293.8,379.98,64.31
12.01.2019  17:00,27.82,20.2,86.25,0.63,100.5,4.13,14.01,4.89,13.21,112.21,145.8,77.83
12.01.2019  18:00,27.37,20.14,88.25,0.68,100.57,4.13,18.78,5.21,17.08,6.85,6.35,88.98
12.01.2019  19:00,27.21,20.02,88.62,0.68,100.65,4.35,22.15,5.59,20.79,0,0,N/A
12.01.2019  20:00,27.11,19.9,88.69,0.73,100.72,4.58,24.07,5.88,23.16,0,0,N/A
12.01.2019  21:00,27.01,19.78,88.81,0.75,100.73,4.72,24.36,6.06,23.65,0,0,N/A
12.01.2019  22:00,26.92,19.71,88.81,0.78,100.68,4.83,23.75,6.13,23.2,0,0,N/A
12.01.2019  23:00,26.82,19.65,89,0.72,100.61,4.84,25.12,6.05,24.91,0,0,N/A
13.01.2019  00:00,26.74,19.53,88.88,0.7,100.54,4.6,28.74,5.69,28.75,0,0,N/A
13.01.2019  01:00,26.76,19.35,87.75,0.66,100.51,3.94,34.16,4.79,34.78,0,0,N/A
13.01.2019  02:00,26.69,19.17,87.38,0.54,100.48,3.71,34.63,4.53,34.81,0,0,N/A
13.01.2019  03:00,26.56,19.1,87.62,0.46,100.46,3.99,38.33,4.91,38.86,0,0,N/A
13.01.2019  04:00,26.44,18.98,87.81,0.35,100.47,4.15,44.54,5.17,45.49,0,0,N/A
13.01.2019  05:00,26.35,18.86,87.62,0.24,100.51,3.97,47.39,4.99,48.37,0,0,N/A
13.01.2019  06:00,26.35,18.74,87.19,0.15,100.56,3.67,47.68,4.62,48.57,7.6,6.25,89.02
13.01.2019  07:00,26.9,19.04,85.88,0.14,100.61,3.48,46.27,4.33,47.41,118.25,149.98,77.94
13.01.2019  08:00,27.7,18.98,81.81,0.02,100.67,3.41,43.61,4.08,44.84,307.48,385.58,64.41
13.01.2019  09:00,28.33,18.74,77.81,0.02,100.68,3.21,34.58,3.64,35.84,512.43,603.77,51.41
13.01.2019  10:00,28.69,18.74,76.25,0.01,100.67,3.14,20.11,3.49,22.09,610.27,775.2,39.55
13.01.2019  11:00,28.96,18.8,75.06,0.02,100.63,3.29,8.48,3.57,10.99,734.95,884.5,30.24
13.01.2019  12:00,28.94,18.8,75.12,0.03,100.57,3.49,0.77,3.76,3.1,766.1,918.85,26.38
13.01.2019  13:00,28.73,18.8,76,0.05,100.48,3.78,353.83,4.08,355.27,771.64,881.42,30.12
13.01.2019  14:00,28.46,18.74,77,0.07,100.4,3.99,350.3,4.35,351.01,612.6,771.33,39.36
13.01.2019  15:00,28.16,18.68,77.94,0.08,100.36,4.06,350.59,4.5,350.82,546.06,597.83,51.2
13.01.2019  16:00,27.83,18.55,79.19,0.09,100.37,3.98,353.81,4.51,353.74,344.05,380.75,64.18
13.01.2019  17:00,27.44,18.62,81.12,0.1,100.42,3.69,357.82,4.43,355.95,122.74,148.3,77.71
13.01.2019  18:00,26.99,18.68,83.5,0.11,100.48,3.44,1.17,4.45,357.58,8.8,6.67,88.94
13.01.2019  19:00,26.78,18.62,84.44,0.14,100.52,3.51,3.44,4.55,0.69,0,0,N/A
13.01.2019  20:00,26.66,18.62,85,0.2,100.57,3.61,5.96,4.62,4.36,0,0,N/A
13.01.2019  21:00,26.57,18.62,85.56,0.29,100.59,3.58,8.02,4.57,7.16,0,0,N/A
13.01.2019  22:00,26.48,18.62,86.12,0.35,100.57,3.37,9.33,4.26,8.65,0,0,N/A
13.01.2019  23:00,26.39,18.68,86.81,0.34,100.54,3.17,9.21,3.88,8.68,0,0,N/A
14.01.2019  00:00,26.28,18.8,87.75,0.4,100.5,3.01,6.87,3.62,5.58,0,0,N/A
14.01.2019  01:00,26.21,18.86,88.56,0.54,100.42,3,4.78,3.71,2.66,0,0,N/A
14.01.2019  02:00,26.2,18.98,88.88,0.61,100.35,2.96,5.91,3.74,2.75,0,0,N/A
14.01.2019  03:00,26.22,19.04,89.12,0.59,100.33,2.92,9.71,3.78,5.33,0,0,N/A
14.01.2019  04:00,26.24,19.1,89.25,0.56,100.35,2.87,16.27,3.73,11.36,0,0,N/A
14.01.2019  05:00,26.29,19.1,89.12,0.52,100.39,2.74,22.32,3.49,17.06,0,0,N/A
14.01.2019  06:00,26.36,19.1,88.69,0.47,100.45,2.39,27.65,2.96,22.03,7.61,5.88,89.05
14.01.2019  07:00,26.86,19.41,87.75,0.39,100.52,2.05,34.3,2.44,29.61,110.51,143.23,78
14.01.2019  08:00,27.46,19.53,85.19,0.14,100.57,1.92,44.5,2.16,43.39,315.75,376.9,64.44
14.01.2019  09:00,28.23,19.29,80.31,0.1,100.58,1.87,44.83,2.09,46.66,485.04,596.42,51.41
14.01.2019  10:00,28.7,19.1,77.5,0.1,100.54,1.99,30.89,2.15,32.25,531.01,772.1,39.52
14.01.2019  11:00,28.59,18.92,77.12,0.11,100.49,2.14,13.93,2.23,15.45,690.4,884.3,30.15
14.01.2019  12:00,28.44,19.1,78.5,0.11,100.42,2.34,359.05,2.45,359.82,752.84,901.73,26.2
14.01.2019  13:00,28.26,19.17,79.62,0.1,100.33,2.65,347.93,2.8,348.09,724.22,862.42,29.93
14.01.2019  14:00,28.08,19.35,81,0.1,100.26,2.98,342.75,3.2,342.4,625.92,750.88,39.19
14.01.2019  15:00,27.86,19.47,82.56,0.11,100.22,3.22,342.66,3.51,341.97,466,578.4,51.05
14.01.2019  16:00,27.62,19.59,84.31,0.14,100.24,3.35,345.28,3.69,344.25,263.57,362.17,64.05
14.01.2019  17:00,27.33,19.78,86.5,0.14,100.29,3.35,348.98,3.87,345.74,107.05,136.75,77.6
14.01.2019  18:00,27.05,19.9,88.62,0.14,100.35,3.31,351.32,4.05,345.48,6.33,6.4,88.9
14.01.2019  19:00,26.9,20.02,89.94,0.16,100.41,3.34,351.24,4.2,345.45,0,0,N/A
14.01.2019  20:00,26.83,20.14,90.94,0.16,100.49,3.34,352.06,4.27,346.57,0,0,N/A
14.01.2019  21:00,26.78,20.2,91.5,0.19,100.53,3.29,351.41,4.26,346.19,0,0,N/A
14.01.2019  22:00,26.72,20.2,91.94,0.25,100.52,3.2,349.73,4.17,344.56,0,0,N/A
14.01.2019  23:00,26.62,20.2,92.38,0.35,100.51,2.97,350.02,3.93,344.41,0,0,N/A
15.01.2019  00:00,26.44,20.08,92.75,0.49,100.46,2.61,349.66,3.52,343.5,0,0,N/A
15.01.2019  01:00,26.26,19.84,92.56,0.61,100.42,2.16,350.84,2.98,343.89,0,0,N/A
15.01.2019  02:00,26.02,19.53,92.5,0.6,100.38,1.68,349.58,2.32,340.89,0,0,N/A
15.01.2019  03:00,25.94,19.23,91.62,0.49,100.38,1.22,357.43,1.55,346.88,0,0,N/A
15.01.2019  04:00,26,18.98,90.12,0.42,100.41,0.89,31.05,1,24.56,0,0,N/A
15.01.2019  05:00,26.12,18.86,89,0.37,100.45,1.03,62.46,1.16,60.49,0,0,N/A
15.01.2019  06:00,26.22,18.74,87.88,0.33,100.5,1.35,76.93,1.55,75.4,7.06,5.65,89.08
15.01.2019  07:00,26.3,18.92,88.19,0.31,100.57,1.7,83.4,2.03,81.37,106.32,143.55,78.05
15.01.2019  08:00,26.64,18.8,86.06,0.58,100.65,2,88.43,2.4,86.64,307.7,378.1,64.47
15.01.2019  09:00,27.11,18.49,82.56,0.43,100.67,2.05,91.09,2.47,89.64,506.11,598.15,51.42
15.01.2019  10:00,27.72,18.07,77.69,0.36,100.65,1.65,84.29,1.99,83.68,634.26,772.23,39.48
15.01.2019  11:00,28.19,17.7,74.06,0.34,100.61,1.2,61.6,1.45,65.22,752.14,883.3,30.04
15.01.2019  12:00,28.33,17.82,73.81,0.32,100.55,1.03,22.85,1.14,31.84,697.55,900.7,26.03
15.01.2019  13:00,28.34,17.94,74.25,0.34,100.48,1.38,344.55,1.36,348.75,675.25,863.2,29.73
15.01.2019  14:00,28.14,18.25,76.38,0.44,100.41,2.04,323.09,2.1,323.17,534.72,756.08,39.02
15.01.2019  15:00,27.92,18.62,78.75,0.58,100.37,2.51,316.89,2.69,315.82,183.98,580.2,50.89
15.01.2019  16:00,27.61,18.92,81.56,0.75,100.39,2.58,319.55,3.01,316.79,96.28,363.85,63.91
15.01.2019  17:00,27.15,18.98,84.12,0.91,100.44,2.75,318.34,3.35,314.53,33.12,137.8,77.48
15.01.2019  18:00,26.7,19.1,87.06,1.14,100.47,2.85,316.33,3.78,310.97,5.55,6.62,88.86
15.01.2019  19:00,26.58,19.23,88.12,1.4,100.52,3.09,318.28,4.09,312.75,0,0,N/A
15.01.2019  20:00,26.48,19.35,89.44,1.73,100.57,3.36,324.76,4.36,319.51,0,0,N/A
15.01.2019  21:00,26.38,19.53,90.69,1.97,100.6,3.52,330.76,4.56,325.55,0,0,N/A
15.01.2019  22:00,26.28,19.65,91.88,1.94,100.6,3.34,334.03,4.29,327.12,0,0,N/A
15.01.2019  23:00,26.18,19.71,92.81,1.78,100.56,2.86,338.49,3.53,328.67,0,0,N/A
16.01.2019  00:00,26.05,19.71,93.25,1.44,100.52,2.06,340.95,2.36,322.79,0,0,N/A
16.01.2019  01:00,25.84,19.47,93.38,1.12,100.47,1.03,322.7,1.34,292.23,0,0,N/A
16.01.2019  02:00,25.49,19.04,93.06,0.85,100.42,0.66,227.86,1.43,230.56,0,0,N/A
16.01.2019  03:00,25.08,18.55,93.19,0.57,100.43,1.97,190.95,2.68,199.75,0,0,N/A
16.01.2019  04:00,24.58,18.07,93.5,0.33,100.49,2.98,185.71,3.66,190.71,0,0,N/A
16.01.2019  05:00,24.12,17.46,92.75,0.23,100.54,3.16,192.73,3.81,196.58,0,0,N/A
16.01.2019  06:00,23.94,16.97,91.19,0.18,100.61,2.77,203.09,3.34,206.27,6.52,5.5,89.1
16.01.2019  07:00,24.26,16.6,87.81,0.13,100.67,2.08,212.74,2.35,212.37,129.12,142.88,78.1
16.01.2019  08:00,25.23,16.42,82.06,0.06,100.73,1.03,222.24,1.1,218.09,342.22,378.58,64.5
16.01.2019  09:00,26.18,16.54,78.12,0.06,100.73,0.6,305.54,0.52,308.25,576.31,598.77,51.41
16.01.2019  10:00,27.08,16.97,75.81,0.07,100.7,1.53,336.45,1.47,340.8,685.63,773.73,39.43
16.01.2019  11:00,27.66,17.52,75.62,0.08,100.65,2.38,340.43,2.38,343.82,771.86,886.1,29.93
16.01.2019  12:00,27.84,18.07,77.06,0.1,100.59,3.17,342.37,3.29,344.71,749,920.58,25.85
16.01.2019  13:00,27.79,18.43,78.94,0.11,100.5,3.94,342.93,4.24,344.17,667.66,885.75,29.54
16.01.2019  14:00,27.64,18.68,80.62,0.12,100.4,4.49,346.62,4.97,346.9,345.27,775.75,38.84
16.01.2019  15:00,27.44,18.86,82.06,0.13,100.35,4.86,352.25,5.5,352.24,129.61,600.45,50.74
16.01.2019  16:00,27.28,18.98,83.62,0.15,100.36,5.09,358.59,5.85,358.39,84.39,381.52,63.79
16.01.2019  17:00,27.08,19.17,85.25,0.18,100.39,5.27,3.57,6.37,2.53,35.51,149.77,77.38
16.01.2019  18:00,26.9,19.17,86.19,0.23,100.42,5.45,6.5,6.87,4.83,6.03,7.3,88.81
16.01.2019  19:00,26.88,19.17,86.38,0.33,100.47,5.63,8.61,7.22,6.9,0,0,N/A
16.01.2019  20:00,26.88,19.17,86.56,0.41,100.53,5.58,11.22,7.22,9.4,0,0,N/A
16.01.2019  21:00,26.87,19.29,86.94,0.49,100.57,5.37,13.79,6.99,11.54,0,0,N/A
16.01.2019  22:00,26.83,19.29,87.38,0.47,100.57,5.07,16.2,6.6,13.35,0,0,N/A
16.01.2019  23:00,26.76,19.35,87.88,0.35,100.53,4.79,20.74,6.18,17.95,0,0,N/A
17.01.2019  00:00,26.68,19.29,88,0.33,100.51,4.43,27.29,5.62,25.43,0,0,N/A
17.01.2019  01:00,26.61,19.17,87.88,0.31,100.47,4.11,34.78,5.15,34.05,0,0,N/A
17.01.2019  02:00,26.55,19.04,87.44,0.28,100.44,4,43.89,5,44.18,0,0,N/A
17.01.2019  03:00,26.47,18.86,87.12,0.29,100.42,4,53.33,4.97,54.46,0,0,N/A
17.01.2019  04:00,26.36,18.68,86.94,0.34,100.45,4.08,61.18,5.09,62.96,0,0,N/A
17.01.2019  05:00,26.23,18.49,86.5,0.29,100.49,4.05,64.28,5.03,66.18,0,0,N/A
17.01.2019  06:00,26.2,18.25,85.81,0.22,100.56,3.95,63.43,4.87,65.04,6.39,5.6,89.12
17.01.2019  07:00,26.93,18.49,83.19,0.19,100.63,3.8,63.01,4.51,65.08,100.7,148.88,78.15
17.01.2019  08:00,27.96,18.25,77.44,0.14,100.7,3.37,63.73,3.87,67.58,266.96,386.05,64.52
17.01.2019  09:00,28.35,18.07,75,0.11,100.71,2.95,53.95,3.24,57.8,453.83,605.25,51.41
17.01.2019  10:00,28.73,18.19,73.75,0.08,100.67,2.99,30.99,3.19,34.93,698.54,779.58,39.38
17.01.2019  11:00,28.94,18.13,72.62,0.06,100.61,3.64,19.02,3.89,22.34,800.48,891.2,29.81
17.01.2019  12:00,28.94,18.31,73.12,0.04,100.52,4.3,15.6,4.66,18.28,819.4,913.6,25.66
17.01.2019  13:00,28.76,18.37,74.12,0.02,100.44,4.76,13.28,5.24,15.57,751.25,876.85,29.34
17.01.2019  14:00,28.53,18.43,75.25,0.02,100.35,5.08,11.45,5.69,13.41,538.46,768.23,38.66
17.01.2019  15:00,28.23,18.49,76.75,0.01,100.31,5.29,10.46,6.02,11.67,483.87,595.62,50.59
17.01.2019  16:00,27.88,18.68,79.25,0.01,100.31,5.24,9.62,6.06,9.8,293.2,377.52,63.66
17.01.2019  17:00,27.48,18.98,82.38,0.01,100.35,5.04,7.75,6.08,6.93,103.47,146.33,77.27
17.01.2019  18:00,27.03,19.1,85.38,0.01,100.4,4.93,8.21,6.3,6.41,7.71,7.3,88.77
17.01.2019  19:00,26.92,19.29,86.62,0.01,100.45,5.11,10.66,6.56,8.83,0,0,N/A
17.01.2019  20:00,26.88,19.47,87.69,0.01,100.49,5.22,14.56,6.69,12.82,0,0,N/A
17.01.2019  21:00,26.9,19.65,88.38,0.01,100.53,5.03,19.22,6.35,17.61,0,0,N/A
17.01.2019  22:00,26.87,19.65,88.56,0.02,100.54,4.57,23.98,5.62,22.75,0,0,N/A
17.01.2019  23:00,26.87,19.53,88.25,0.02,100.54,4.27,30.84,5.14,30.23,0,0,N/A
18.01.2019  00:00,26.73,19.47,88.5,0.02,100.52,4.31,36.14,5.21,35.67,0,0,N/A
18.01.2019  01:00,26.55,19.29,88.5,0.03,100.47,4.74,40.59,5.86,40.4,0,0,N/A
18.01.2019  02:00,26.38,18.98,88,0.02,100.42,4.89,45.58,6.1,45.93,0,0,N/A
18.01.2019  03:00,26.17,18.68,87.75,0.03,100.4,4.9,48.94,6.19,49.61,0,0,N/A
18.01.2019  04:00,25.97,18.43,87.69,0.02,100.41,4.97,51.26,6.34,52.06,0,0,N/A
18.01.2019  05:00,25.83,18.19,87.38,0.02,100.45,4.83,54.95,6.16,55.81,0,0,N/A
18.01.2019  06:00,25.8,18.07,86.88,0.01,100.51,4.51,58.24,5.74,59.14,7.17,5,89.14
18.01.2019  07:00,26.56,18.13,83.56,0,100.58,4.45,60.78,5.47,61.79,110.88,132.95,78.2
18.01.2019  08:00,27.31,17.88,78.88,0,100.64,4.64,61.32,5.45,62.33,316.22,365.52,64.55
18.01.2019  09:00,27.95,17.82,75.56,0,100.66,4.62,54.99,5.3,56.17,482.95,585.55,51.4
18.01.2019  10:00,28.5,17.88,73.56,0,100.63,4.47,45,5.09,46.99,634.06,761.08,39.32
18.01.2019  11:00,28.86,18.07,72.62,0,100.58,4.58,35.21,5.15,38.04,777.85,874.55,29.69
18.01.2019  12:00,29.03,18.25,72.56,0,100.51,4.77,28.12,5.34,31.22,776.15,914.42,25.47
18.01.2019  13:00,29,18.37,73.12,0,100.42,4.97,22.05,5.55,24.87,688.67,877.27,29.12
18.01.2019  14:00,28.73,18.49,74.75,0,100.33,5.23,16.57,5.89,18.56,648.59,766.85,38.48
18.01.2019  15:00,28.37,18.62,76.81,0,100.29,5.45,13.42,6.22,14.7,493.61,593.58,50.44
18.01.2019  16:00,27.92,18.86,79.94,0,100.29,5.5,12.63,6.46,13.08,313.09,375.58,63.52
18.01.2019  17:00,27.44,19.1,83.19,0,100.33,5.39,12.99,6.6,12.72,119.3,146.12,77.16
18.01.2019  18:00,26.98,19.23,86,0,100.39,5.22,14.74,6.68,14.07,8.8,7.55,88.73
18.01.2019  19:00,26.87,19.29,86.94,0,100.45,5.32,18.3,6.9,18.07,0,0,N/A
18.01.2019  20:00,26.84,19.35,87.38,0,100.51,5.45,22.49,7.11,22.54,0,0,N/A
18.01.2019  21:00,26.76,19.41,88.25,0,100.55,5.21,26.53,6.66,26.87,0,0,N/A
18.01.2019  22:00,26.67,19.47,88.75,0.01,100.54,4.95,30.41,6.24,30.8,0,0,N/A
18.01.2019  23:00,26.55,19.47,89.44,0.01,100.5,4.76,34.29,5.95,34.84,0,0,N/A
19.01.2019  00:00,26.43,19.47,89.94,0.01,100.46,4.59,38.51,5.74,39.15,0,0,N/A
19.01.2019  01:00,26.33,19.35,90,0.01,100.42,4.42,42.28,5.53,43.34,0,0,N/A
19.01.2019  02:00,26.23,19.17,89.75,0.01,100.4,4.38,45.43,5.52,47.01,0,0,N/A
19.01.2019  03:00,26.15,18.92,88.94,0.01,100.38,4.53,49.69,5.78,51.69,0,0,N/A
19.01.2019  04:00,26.05,18.62,88.12,0.01,100.38,4.68,53.02,6.02,55.09,0,0,N/A
19.01.2019  05:00,25.93,18.43,87.75,0,100.4,4.73,55.76,6.14,57.52,0,0,N/A
19.01.2019  06:00,25.9,18.31,87.31,0,100.44,4.73,57.88,6.15,59.52,6.93,4.95,89.16
19.01.2019  07:00,26.71,18.43,84,0,100.49,4.88,60.15,5.88,61.15,124.95,135.38,78.23
19.01.2019  08:00,27.49,18.25,79.44,0,100.54,4.96,61.38,5.82,62.33,354.76,368.52,64.56
19.01.2019  09:00,28.19,18.19,75.94,0,100.56,4.52,58.2,5.22,59.64,510.2,589.8,51.38
19.01.2019  10:00,28.8,18.19,73.31,0,100.56,3.8,48.75,4.32,51.1,663.96,766.23,39.26
19.01.2019  11:00,29.17,18.25,72.12,0,100.52,3.57,31.85,3.96,35.13,784.88,880.4,29.56
19.01.2019  12:00,29.29,18.49,72.56,0,100.47,3.96,17.43,4.36,20.68,794.48,929.67,25.27
19.01.2019  13:00,29.16,18.74,73.88,0,100.39,4.53,9.33,5,11.8,779.13,894.08,28.91
19.01.2019  14:00,28.85,18.86,75.75,0,100.3,5.02,4.73,5.61,6.64,662.36,785.35,38.3
19.01.2019  15:00,28.41,19.04,78.19,0,100.26,5.37,3,6.1,4.18,526.67,613.77,50.28
19.01.2019  16:00,27.91,19.17,81.19,0,100.26,5.4,3.65,6.23,4.02,343.91,394.45,63.4
19.01.2019  17:00,27.41,19.35,84.44,0,100.31,5.07,5.48,6.15,4.88,114.79,158.52,77.05
19.01.2019  18:00,26.98,19.47,87.12,0,100.37,4.6,7.7,5.9,5.93,10.88,8.25,88.7
19.01.2019  19:00,26.87,19.53,88.06,0.01,100.45,4.55,9.49,5.9,7.92,0,0,N/A
19.01.2019  20:00,26.85,19.65,88.69,0.01,100.52,4.58,11.9,5.99,10.68,0,0,N/A
19.01.2019  21:00,26.85,19.71,89.12,0.02,100.57,4.6,13.75,6.02,12.43,0,0,N/A
19.01.2019  22:00,26.81,19.78,89.62,0.02,100.56,4.64,14.04,6.07,12.5,0,0,N/A
19.01.2019  23:00,26.73,19.84,90.19,0.03,100.53,4.69,15.75,6.11,14.05,0,0,N/A
20.01.2019  00:00,26.62,19.78,90.56,0.03,100.49,4.68,15.98,6.09,13.88,0,0,N/A
20.01.2019  01:00,26.5,19.65,90.62,0.04,100.44,4.62,13.9,5.98,11.3,0,0,N/A
20.01.2019  02:00,26.38,19.53,90.56,0.08,100.41,4.52,13.58,5.8,10.7,0,0,N/A
20.01.2019  03:00,26.26,19.35,90.5,0.1,100.41,4.35,18.76,5.5,16.25,0,0,N/A
20.01.2019  04:00,26.19,19.23,90.25,0.06,100.44,4.37,25.19,5.5,23.07,0,0,N/A
20.01.2019  05:00,26.15,19.1,89.94,0.03,100.47,4.27,31.31,5.29,29.93,0,0,N/A
20.01.2019  06:00,26.19,19.04,89.38,0.02,100.54,3.97,38.69,4.87,38.1,7.08,4.98,89.18
20.01.2019  07:00,26.82,19.23,87,0.01,100.61,3.87,42.46,4.65,42.89,101.07,136.35,78.27
20.01.2019  08:00,27.43,19.1,83.44,0.01,100.66,3.89,39.22,4.39,40.46,285.44,370.17,64.57
20.01.2019  09:00,28.02,19.04,80.5,0.01,100.69,3.9,32.89,4.37,34.74,485.33,592.62,51.37
20.01.2019  10:00,28.43,19.1,78.69,0,100.67,3.97,22.93,4.39,25.42,603.21,770.45,39.2
20.01.2019  11:00,28.64,19.17,78,0,100.62,4.27,13.88,4.66,16.37,753.45,885.42,29.42
20.01.2019  12:00,28.61,19.1,78,0,100.55,4.62,9.05,5.05,11.24,652.09,912.58,25.06
20.01.2019  13:00,28.47,19.04,78.31,0,100.46,4.84,6.21,5.3,8.23,676.69,877.05,28.7
20.01.2019  14:00,28.17,18.92,79,0,100.39,4.92,4.55,5.44,6.1,631.84,768.05,38.11
20.01.2019  15:00,27.79,18.8,80.12,0,100.35,4.87,4.6,5.46,5.83,447.86,596.8,50.12
20.01.2019  16:00,27.44,18.62,81.06,0,100.36,4.7,5.92,5.34,6.8,294.48,378.42,63.27
20.01.2019  17:00,27.08,18.62,82.88,0,100.4,4.32,5.81,5.14,5.49,115.19,147.65,76.94
20.01.2019  18:00,26.68,18.68,85.25,0,100.46,4.02,4.46,5.06,3.45,10.09,8.08,88.66
20.01.2019  19:00,26.49,18.68,86.06,0,100.52,4.18,3.64,5.31,3.03,0,0,N/A
20.01.2019  20:00,26.41,18.62,86.5,0,100.6,4.39,3.77,5.56,3.55,0,0,N/A
20.01.2019  21:00,26.37,18.68,86.88,0,100.63,4.59,3.31,5.8,3.01,0,0,N/A
20.01.2019  22:00,26.33,18.68,87.12,0,100.61,4.89,2.75,6.26,2.36,0,0,N/A
20.01.2019  23:00,26.29,18.68,87.25,0,100.56,5.06,4.16,6.55,3.76,0,0,N/A
21.01.2019  00:00,26.2,18.62,87.31,0,100.56,4.73,9.9,6.05,9.82,0,0,N/A
21.01.2019  01:00,26.12,18.49,87.31,0,100.61,4.09,19.75,5.19,19.72,0,0,N/A
21.01.2019  02:00,25.93,18.37,87.69,0.01,100.55,4.21,15.95,5.39,14.94,0,0,N/A
21.01.2019  03:00,25.8,18.31,88.06,0.01,100.5,4.27,13.32,5.47,12.37,0,0,N/A
21.01.2019  04:00,25.73,18.25,88.19,0.01,100.52,4.11,14.85,5.27,13.97,0,0,N/A
21.01.2019  05:00,25.71,18.25,88.25,0.01,100.54,4.05,16.83,5.18,16.11,0,0,N/A
21.01.2019  06:00,25.78,18.25,88.06,0,100.57,4,20.45,5.13,20.12,7.09,4.75,89.2
21.01.2019  07:00,26.32,18.62,86.88,0,100.63,4.06,25.53,5.25,25.65,100.95,133.12,78.3
21.01.2019  08:00,26.9,18.55,83.88,0,100.7,4.35,29.37,5.13,29.84,281.01,368.23,64.58
21.01.2019  09:00,27.55,18.55,80.69,0,100.73,4.38,31.73,5.13,32.63,451.77,595.85,51.34
